OUTPUT,OVER_HEAD_SHOWER,,,,HEAD_SHOWER,,,SPAUT,,,CONTROLLER,,,,,,VALVE,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-1,MLR0432,L,Round,R,VGR02,,◯,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,Z,Square,S,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Round,R,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,G,Square,S,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,L,Round,R,L,Round,R,L,Round,R,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,handle,3NH-1,MGR9940,G,Round,R,VGR13,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,handle,3NH-1,MGS9940,G,Square,S,VGS13,,◯,
3,N,G,Round,R,G,Square,S,G,Round,R,handle,3NH-1,MGR9940,G,Round,R,VGR13,,◯,
3,N,G,Round,R,G,Square,S,G,Round,R,handle,3NH-1,MGS9940,G,Square,S,VGS13,,,
3,N,G,Round,R,G,Square,S,G,Square,S,handle,3NH-1,MGR9940,G,Round,R,VGR13,,,
3,N,G,Round,R,G,Square,S,G,Square,S,handle,3NH-1,MGS9940,G,Square,S,VGS13,,◯,
3,N,G,Round,R,G,Square,S,L,Round,R,handle,3NH-1,MGR9940,G,Round,R,VGR13,,◯,
3,N,G,Round,R,G,Square,S,L,Round,R,handle,3NH-1,MGS9940,G,Square,S,VGS13,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,G,Round,R,G,Square,S,G,Round,R,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,G,Round,R,G,Square,S,L,Round,R,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,G,Round,R,G,Square,S,Z,Square,S,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MZS0232,Z,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGR1132,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGR0132,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGR0332,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0732,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0832,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0932,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS1032,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0432,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0232,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0132,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0232,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0332,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0432,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MZS0232,Z,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGR1132,G,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGR0132,G,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGR0332,G,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0732,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0832,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0932,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS1032,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0432,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0232,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MLR0132,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MLR0232,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MLR0332,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MLR0432,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MZS0232,Z,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGR1132,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGR0132,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGR0332,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGS0732,G,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGS0832,G,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGS0932,G,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGS1032,G,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGS0432,G,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MGS0232,G,Square,S,VGS02,,◯,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MLR0132,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MLR0232,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MLR0332,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-1,MLR0432,L,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MZS0232,Z,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGR1132,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGR0132,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGR0332,G,Round,R,VGR02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGS0732,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGS0832,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGS0932,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGS1032,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGS0432,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MGS0232,G,Square,S,VGS02,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MLR0132,L,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MLR0232,L,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MLR0332,L,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-1,MLR0432,L,Round,R,VGR02,,◯,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,Z,Square,S,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Round,R,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,G,Square,S,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MZS0231,Z,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGR1131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGR0131,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGR0331,G,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGS0731,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGS0831,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGS0931,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGS1031,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGS0431,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MGS0231,G,Square,S,VGS03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MLR0131,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MLR0231,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MLR0331,L,Round,R,VGR03,,,
3,N,G,Round,R,G,Square,S,L,Round,R,lever,3NL-2,MLR0431,L,Round,R,VGR03,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,handle,3NH-1,MGR9940,G,Round,R,VGR13,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,handle,3NH-1,MGS9940,G,Square,S,VGS13,,◯,
3,N,L,Round,R,G,Square,S,G,Round,R,handle,3NH-1,MGR9940,G,Round,R,VGR13,,◯,
3,N,L,Round,R,G,Square,S,G,Round,R,handle,3NH-1,MGS9940,G,Square,S,VGS13,,,
3,N,L,Round,R,G,Square,S,G,Square,S,handle,3NH-1,MGR9940,G,Round,R,VGR13,,,
3,N,L,Round,R,G,Square,S,G,Square,S,handle,3NH-1,MGS9940,G,Square,S,VGS13,,◯,
3,N,L,Round,R,G,Square,S,L,Round,R,handle,3NH-1,MGR9940,G,Round,R,VGR13,,◯,
3,N,L,Round,R,G,Square,S,L,Round,R,handle,3NH-1,MGS9940,G,Square,S,VGS13,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Square,S,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,G,Square,S,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,L,Round,R,handle,3NH-2,MGR9942,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,L,Round,R,handle,3NH-2,MGS9942,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,L,Round,R,G,Square,S,G,Round,R,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,L,Round,R,G,Square,S,G,Square,S,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,L,Round,R,G,Square,S,L,Round,R,switch,3NS-1,MGS9943,G,Square,S,VGS23,,◯,
3,N,L,Round,R,G,Square,S,Z,Square,S,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,L,Round,R,G,Square,S,G,Round,R,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,L,Round,R,G,Square,S,G,Square,S,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,L,Round,R,G,Square,S,L,Round,R,switch,3NS-2,MGS9941B,G,Square,S,VGS03,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Square,S,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,L,Round,R,switch,3NS-3,MGS9942B,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MZS0232,Z,Square,S,VGS02,,◯,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGR1132,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGR0132,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGR0332,G,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0732,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0832,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0932,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS1032,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0432,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MGS0232,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0132,L,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0232,L,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0332,L,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,Z,Square,S,lever,3NL-1,MLR0432,L,Round,R,VGR02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MZS0232,Z,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGR1132,G,Round,R,VGR02,,◯,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGR0132,G,Round,R,VGR02,,◯,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGR0332,G,Round,R,VGR02,,◯,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0732,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0832,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0932,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS1032,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0432,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MGS0232,G,Square,S,VGS02,,,
3,N,L,Round,R,G,Square,S,G,Round,R,lever,3NL-1,MLR0132,L,Round,R,VGR02,,,
